STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,WRK_ZONE,REL_ROAD,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
1.0,10012.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,715.0,7.0,1.0,2013.0,2.0,5.0,44.0,0.0,3.0,2.0,US-SR 53,,2633.0,34.0154,-86.577525,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,6.0,15.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10013.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,43.0,9997.0,7.0,1.0,2013.0,2.0,7.0,20.0,1.0,1.0,1.0,I-65,,2994.0,34.05400556,-86.86635278,0.0,52.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,7.0,33.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10014.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,95.0,0.0,7.0,1.0,2013.0,2.0,16.0,5.0,0.0,6.0,4.0,CR-UNION CHAPEL ROAD,,0.0,34.40834722,-86.45794167,0.0,30.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,16.0,22.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10015.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,115.0,0.0,9.0,1.0,2013.0,4.0,20.0,0.0,0.0,3.0,2.0,US-SR 25,,2067.0,33.89639444,-86.11083333,0.0,30.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,20.0,15.0,88.0,88.0,0.0,0.0,0.0,1.0,1.0
1.0,10016.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,19.0,0.0,10.0,1.0,2013.0,5.0,17.0,55.0,1.0,2.0,3.0,SR-35,,123.0,34.37740278,-85.61305556,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,18.0,21.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10017.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,10.0,1.0,2013.0,5.0,5.0,50.0,0.0,4.0,4.0,CR-24,,0.0,33.11385278,-87.21756944,0.0,12.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,6.0,10.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10018.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,81.0,2340.0,11.0,1.0,2013.0,6.0,10.0,21.0,0.0,13.0,3.0,SR-169,,252.0,32.61271667,-85.35630278,0.0,12.0,6.0,0.0,8.0,1.0,0.0,1.0,1.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,10.0,29.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10019.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,89.0,1730.0,13.0,1.0,2013.0,1.0,6.0,11.0,0.0,14.0,6.0,PULASKI PIKE,,0.0,34.745875,-86.60852222,0.0,33.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,6.0,18.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10020.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,21.0,0.0,14.0,1.0,2013.0,2.0,21.0,5.0,0.0,6.0,4.0,CR-61,,0.0,32.94323333,-86.58768611,0.0,42.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,21.0,20.0,88.0,88.0,0.0,0.0,0.0,1.0,1.0
1.0,10021.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,69.0,0.0,15.0,1.0,2013.0,3.0,0.0,5.0,0.0,3.0,3.0,SR-53,,106.0,31.09600833,-85.31093889,0.0,43.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,0.0,21.0,88.0,88.0,0.0,0.0,0.0,1.0,1.0
1.0,10022.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,101.0,0.0,15.0,1.0,2013.0,3.0,10.0,35.0,1.0,2.0,2.0,US-SR 53,,969.0,32.07763611,-86.06317778,0.0,34.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,11.0,10.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10023.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,63.0,0.0,16.0,1.0,2013.0,4.0,18.0,30.0,0.0,4.0,3.0,SR-39,,187.0,32.88518333,-88.05531667,0.0,42.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,18.0,50.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10024.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,117.0,0.0,16.0,1.0,2013.0,4.0,11.0,20.0,0.0,3.0,4.0,CR-26,,0.0,33.20557222,-86.73752222,0.0,12.0,6.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,11.0,26.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10025.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,33.0,0.0,17.0,1.0,2013.0,5.0,5.0,50.0,0.0,4.0,4.0,CR-21,,0.0,34.81996389,-87.96168056,0.0,34.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,6.0,20.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10026.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,117.0,0.0,19.0,1.0,2013.0,7.0,14.0,40.0,0.0,4.0,4.0,CR-17,,0.0,33.1775,-86.863325,0.0,12.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,14.0,45.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10027.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,47.0,0.0,19.0,1.0,2013.0,7.0,22.0,45.0,0.0,5.0,4.0,CR-19,,0.0,32.30388889,-86.86056111,0.0,42.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,23.0,25.0,88.0,88.0,0.0,0.0,0.0,1.0,1.0
1.0,10028.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,123.0,60.0,28.0,1.0,2013.0,2.0,11.0,37.0,1.0,2.0,2.0,US-SR 38,,710.0,32.90617778,-85.90101944,0.0,42.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,11.0,46.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10029.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,33.0,2190.0,3.0,1.0,2013.0,5.0,20.0,14.0,1.0,13.0,3.0,SR-133,,0.0,34.7443,-87.63519167,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,21.0,19.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10030.0,3.0,3.0,0.0,0.0,0.0,7.0,7.0,101.0,2130.0,8.0,1.0,2013.0,3.0,22.0,22.0,1.0,13.0,2.0,US-SR 6,I-65,0.0,32.3273,-86.33465556,0.0,12.0,6.0,1.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,22.0,29.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10031.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,89.0,1730.0,12.0,1.0,2013.0,7.0,1.0,23.0,1.0,13.0,4.0,CR-BOB WADE,,0.0,34.82805833,-86.61813333,0.0,30.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,1.0,29.0,99.0,99.0,0.0,0.0,0.0,1.0,1.0
1.0,10032.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,131.0,0.0,18.0,1.0,2013.0,6.0,22.0,45.0,0.0,4.0,4.0,CR-29,,0.0,32.12609167,-87.30957222,0.0,42.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,23.0,15.0,88.0,88.0,0.0,0.0,0.0,1.0,1.0
1.0,10033.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,19.0,1.0,2013.0,7.0,1.0,25.0,0.0,4.0,4.0,CR-85,CR-82,0.0,32.53877778,-86.47231111,0.0,59.0,0.0,0.0,3.0,3.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,1.0,40.0,88.0,88.0,0.0,0.0,0.0,2.0,0.0
1.0,10034.0,3.0,3.0,0.0,0.0,0.0,3.0,3.0,31.0,0.0,19.0,1.0,2013.0,7.0,12.0,45.0,0.0,3.0,3.0,SR-167,CR-270,308.0,31.37618333,-85.87130556,0.0,12.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,12.0,50.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10035.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,117.0,0.0,20.0,1.0,2013.0,1.0,19.0,45.0,0.0,3.0,2.0,US-SR 53,,2049.0,33.43004167,-86.40069444,0.0,34.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,19.0,50.0,88.0,88.0,0.0,0.0,0.0,1.0,1.0
1.0,10036.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,81.0,0.0,21.0,1.0,2013.0,2.0,2.0,35.0,0.0,6.0,4.0,CR-LEE RD 437,,0.0,32.47368333,-85.14420278,0.0,42.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,2.0,51.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10037.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,125.0,0.0,22.0,1.0,2013.0,3.0,19.0,10.0,0.0,4.0,3.0,SR-216,,29.0,33.21994722,-87.44051667,0.0,12.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,19.0,30.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10038.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,89.0,1730.0,23.0,1.0,2013.0,4.0,18.0,21.0,1.0,13.0,2.0,US-SR 2,,0.0,34.73663333,-86.60826389,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,18.0,24.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10039.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,2540.0,25.0,1.0,2013.0,6.0,1.0,0.0,0.0,13.0,6.0,SELMA HWY,,0.0,32.45165,-86.46791111,0.0,12.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,1.0,6.0,99.0,99.0,0.0,0.0,0.0,1.0,1.0
1.0,10040.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,85.0,0.0,26.0,1.0,2013.0,7.0,13.0,15.0,0.0,5.0,4.0,CR-37,,0.0,32.16895833,-86.49837778,0.0,42.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,13.0,50.0,88.0,88.0,0.0,0.0,0.0,1.0,1.0
1.0,10041.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,71.0,0.0,25.0,1.0,2013.0,6.0,11.0,0.0,0.0,4.0,3.0,SR-71,CR-59,59.0,34.62301944,-85.89545833,0.0,12.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,11.0,18.0,88.0,88.0,0.0,0.0,0.0,2.0,2.0
1.0,10042.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,93.0,0.0,28.0,1.0,2013.0,2.0,13.0,10.0,1.0,2.0,2.0,US-SR 4,,90.0,34.14913611,-88.05941389,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,13.0,20.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10043.0,4.0,4.0,0.0,0.0,0.0,8.0,8.0,103.0,890.0,30.0,1.0,2013.0,4.0,9.0,46.0,1.0,13.0,3.0,SR-67,LONGVIEW DR SW,0.0,34.56789444,-87.01189167,0.0,12.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,9.0,49.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10044.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,2355.0,31.0,1.0,2013.0,5.0,13.0,28.0,0.0,4.0,3.0,SR-180,,270.0,30.29027778,-87.60797778,0.0,19.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,13.0,38.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10045.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,73.0,0.0,5.0,1.0,2013.0,7.0,13.0,49.0,0.0,16.0,4.0,CR-FAUCETT ROAD,,0.0,33.71287222,-86.65015,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,14.0,3.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10046.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,97.0,2713.0,8.0,1.0,2013.0,3.0,14.0,18.0,1.0,13.0,2.0,US-SR 13,,0.0,30.81141389,-88.07138333,0.0,1.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,14.0,21.0,99.0,99.0,20.0,14.0,0.0,1.0,0.0
1.0,10047.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,89.0,0.0,14.0,1.0,2013.0,2.0,21.0,30.0,0.0,4.0,4.0,CR-BRIER FORK ROAD,,0.0,34.92797222,-86.63340556,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,21.0,49.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10048.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,95.0,0.0,15.0,1.0,2013.0,3.0,12.0,15.0,0.0,5.0,4.0,CR-HUSTLEVILLE ROAD,,0.0,34.33096667,-86.21045,0.0,42.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,12.0,18.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10049.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,97.0,0.0,20.0,1.0,2013.0,1.0,2.0,0.0,1.0,2.0,2.0,US-SR 13,,179.0,30.97461667,-88.02708889,0.0,35.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,2.0,26.0,99.0,99.0,0.0,0.0,0.0,1.0,1.0
1.0,10050.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,125.0,0.0,23.0,1.0,2013.0,4.0,99.0,99.0,0.0,3.0,3.0,SR-171,,52.0,33.31925556,-87.65218889,0.0,34.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,0000000,88.0,88.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10051.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,89.0,1730.0,27.0,1.0,2013.0,1.0,14.0,31.0,1.0,12.0,3.0,SR-1,WINCHESTER ROAD,3391.0,34.79283056,-86.57753056,0.0,30.0,0.0,0.0,3.0,2.0,0.0,8.0,9.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,14.0,36.0,88.0,88.0,14.0,0.0,0.0,1.0,0.0
1.0,10052.0,4.0,4.0,0.0,0.0,0.0,9.0,9.0,97.0,2100.0,27.0,1.0,2013.0,1.0,13.0,25.0,1.0,11.0,1.0,I-65,GOVERNMENT ST,10.0,30.65205833,-88.12233889,0.0,12.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,13.0,30.0,99.0,99.0,0.0,0.0,0.0,1.0,1.0
1.0,10053.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,43.0,830.0,28.0,1.0,2013.0,2.0,21.0,43.0,0.0,6.0,6.0,BETH ST,,0.0,34.18274167,-86.85603889,0.0,35.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,21.0,48.0,88.0,88.0,20.0,0.0,0.0,1.0,1.0
1.0,10054.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,30.0,1.0,2013.0,4.0,13.0,30.0,1.0,2.0,2.0,US-SR 1,,2432.0,33.80007222,-85.90083056,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10055.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,89.0,1730.0,31.0,1.0,2013.0,5.0,18.0,9.0,0.0,13.0,6.0,MERIDIAN ST,,0.0,34.74581389,-86.58428889,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0000000,18.0,9.0,18.0,12.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10056.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,129.0,0.0,7.0,1.0,2013.0,2.0,23.0,25.0,0.0,4.0,4.0,CR-34,,0.0,31.50473611,-87.98959722,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,99.0,99.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10057.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,45.0,0.0,19.0,1.0,2013.0,7.0,0.0,38.0,0.0,6.0,4.0,CR-445,CR-17,0.0,31.32023333,-85.786875,0.0,35.0,0.0,0.0,3.0,3.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,0.0,50.0,99.0,99.0,0.0,0.0,0.0,1.0,1.0
1.0,10058.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,97.0,2100.0,30.0,1.0,2013.0,4.0,6.0,5.0,0.0,16.0,6.0,FAIRWAY DR,,0.0,30.66333889,-88.10314167,0.0,12.0,8.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0000000,99.0,99.0,6.0,11.0,99.0,99.0,0.0,0.0,0.0,1.0,0.0
1.0,10059.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,131.0,0.0,1.0,2.0,2013.0,6.0,21.0,50.0,1.0,2.0,3.0,SR-5,,256.0,32.167725,-87.494,0.0,42.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,22.0,20.0,88.0,88.0,0.0,0.0,0.0,1.0,1.0
1.0,10060.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,95.0,0.0,2.0,2.0,2013.0,7.0,21.0,55.0,0.0,6.0,4.0,CR-SKYVIEW RD,,0.0,34.45711111,-86.55695,0.0,8.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,22.0,14.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10061.0,2.0,2.0,0.0,0.0,0.0,5.0,5.0,21.0,2990.0,2.0,2.0,2013.0,7.0,23.0,41.0,0.0,3.0,2.0,US-SR 3,,2299.0,32.92521667,-86.72478056,0.0,12.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,23.0,53.0,99.0,99.0,0.0,0.0,0.0,1.0,2.0
1.0,10062.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,9.0,0.0,3.0,2.0,2013.0,1.0,5.0,0.0,1.0,2.0,2.0,US-SR 231,HWY 278,2755.0,34.16678333,-86.51651111,0.0,12.0,6.0,0.0,2.0,2.0,0.0,1.0,3.0,10.0,0.0,10.0,0.0,0000000,99.0,99.0,5.0,25.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
1.0,10063.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0,100.0,3.0,2.0,2013.0,1.0,22.0,1.0,0.0,16.0,6.0,JOHNSTON DR,,0.0,33.66639444,-85.81643611,0.0,33.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,1.0,0.0,1.0,0.0,0000000,99.0,99.0,22.0,8.0,88.0,88.0,0.0,0.0,0.0,1.0,0.0
